Timestamp,Age,Gender,Living Area,Class,Household Size,To what extent are your Parents involved in your education,Are your Parents literate,What is the highest level of education of your Father,What is the highest level of education of your Mother,Who is more likely to help with your homework,How likely is your Mother to help with your homework,How likely is your Father to help with your homework,How far is your school from your home,What transportation type do you get to school with,Are there famous landmarks where you live,Is the road to your home tarred,Do you have three-square meals every day,How often do you eat vegetables and fruits in your home,How often do you take vitamins,Can you say that you eat balanced diet at home,Do you take breakfast before school,Do you take food/lunch to school,What is your attendance percentage for the last school year/session,How many hours do you spend studying everyday,How many hours do you sleep everyday,How often do you exercise,What after school activities do you engage in? (Tick all that apply.),Do you engage or participate in any extracurricular activities in school,"Are you a part of any club in school? (School clubs like Jet, Press, Red Cross etc.)",Do you participate in debates and school intellectual competitions,Do you participate in sporting activities in school,"Do you have a personal smartphone or device such as laptop, tablet etc.?",Do you have access to Internet services,What is your current exams grade score,Is your academic performance balanced,What is your current position in the overall grade at school
06/06/2025 17:46:29,15 - 20 years,Female,Rural,SSS 2 ,5,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,Yes,Yes,Often,Not Often,No,Yes,No,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,"After school lessons, Reading",Yes,Yes,No,Yes,No,No,65 & above,Yes,Top 10
06/06/2025 17:50:13,15 - 20 years,Female,Semi-urban,SSS 3 ,4,Not at all involved,No,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,Yes,No,Not Often,Not Often,No,No,No,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"After school lessons, Reading, Playing",No,Yes,Yes,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 17:55:07,10 - 15 years,Male,Urban,SSS 1 ,6,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Likely,Very Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"After school lessons, Reading, Sleeping",Yes,Yes,No,Yes,Yes,Yes,65 & above,Yes,Top 3
06/06/2025 17:58:36,15 - 20 years,Female,Semi-urban,SSS 2 ,3,Very Involved,No,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
06/06/2025 18:05:14,15 - 20 years,Male,Semi-urban,SSS 2 ,5,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,No,Very Often,Very Often,No,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
06/06/2025 18:09:36,10 - 15 years,Male,Rural,SSS 1 ,4,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Mother,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Very Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 10
06/06/2025 18:14:22,10 - 15 years,Female,Rural,SSS 3 ,3,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Very likely,Likely,Far,Trekking,No,No,No,Often,Not Often,No,No,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
06/06/2025 18:37:08,15 - 20 years,Female,Urban,SSS 2 ,3,Involved,No,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 10
06/06/2025 18:41:33,15 - 20 years,Female,Semi-urban,SSS 2 ,4,Involved,No,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 10
06/06/2025 18:45:43,10 - 15 years,Male,Semi-urban,SSS 3 ,5,Not at all involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
06/06/2025 18:49:16,10 - 15 years,Male,Semi-urban,SSS 1 ,8,Not at all involved,No,PhD,Masters Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Far,Private transportation (Parents car/vehicle),Yes,Yes,No,Not Often,Not Often,Yes,Yes,Yes,40 - 60 %,Below 1hr,4 - 5hrs,Not Often,"Playing, Sleeping",No,No,No,Yes,No,No,Between 55 - 65 %,No,Top 10
06/06/2025 18:55:38,10 - 15 years,Female,Rural,SSS 2 ,3,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Not likely,Very Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,6 - 7hrs,Not Often,"After school lessons, Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 5
06/06/2025 18:59:54,15 - 20 years,Male,Semi-urban,SSS 2 ,5,Not at all involved,No,Masters Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,Yes,No,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"Playing, Sleeping",No,No,No,No,No,No,65 & above,No,Top 10
06/06/2025 19:07:52,15 - 20 years,Female,Semi-urban,SSS 3 ,3,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,6 - 7hrs,Not Often,"After school lessons, Reading, Sleeping",No,No,No,No,No,No,65 & above,No,Top 10
06/06/2025 19:10:14,10 - 15 years,Female,Rural,SSS 2 ,4,Not at all involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
06/06/2025 20:59:58,15 - 20 years,Male,Rural,Ss24,4,Involved,Yes,WAEC/SSCE,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,No,Not Often,Not Often,No,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,Training ,Yes,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
06/06/2025 21:00:58,10 - 15 years,Male,Urban,Ss2,5,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,Father,Very likely,Likely,Very Far,Private transportation (Parents car/vehicle),Yes,No,Yes,Not Often,Very Often,Yes,No,Yes,40 - 60 %,Below 1hr,4 - 5hrs,Often,After school lessons,Yes,Yes,Yes,Yes,No,No,Between 45 - 55 %,Yes,Top 5
09/06/2025 09:25:20,15 - 20 years,Male,Semi-urban,sss 3,5,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Very likely,Very Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
09/06/2025 09:27:31,10 - 15 years,Female,Semi-urban,sss 1,6,Involved,No,WAEC/SSCE,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Often,Often,Yes,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Often,"Reading, Playing",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 10
09/06/2025 09:29:34,15 - 20 years,Male,Rural,sss 1,5,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Often,Often,Yes,No,Yes,40 - 60 %,Below 1hr,7 - 8hrs,Not Often,"Playing, Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
09/06/2025 09:31:21,15 - 20 years,Male,Semi-urban,sss 3,3,Very Involved,Yes,University or Polytechnic Degree,Masters Degree,Mother,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 5
09/06/2025 09:33:01,10 - 15 years,Female,Urban,sss 2,7,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 5
09/06/2025 09:52:05,10 - 15 years,Male,Urban,sss 3,5,Involved,Yes,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Not Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
09/06/2025 09:58:10,15 - 20 years,Male,Urban,sss 3,4,Involved,Yes,Masters Degree,WAEC/SSCE,Mother,Likely,Likely,Very Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Often,Often,No,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
09/06/2025 09:59:55,5 - 10 years,Female,Urban,Ss1,6,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Very likely,Very likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,Yes,Not Often,Not Often,No,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,Sleeping,Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
09/06/2025 10:00:31,10 - 15 years,Female,Urban,JSS 3,7,Very Involved,Yes,Masters Degree,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,Yes,Often,Often,Yes,No,Yes,60 & above,Between 1hr - 3hrs,7 - 8hrs,Not Often,"After school lessons, Reading, Hawking/Trading",Yes,No,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
09/06/2025 10:43:09,15 - 20 years,Female,Semi-urban,sss 4,5,Involved,No,University or Polytechnic Degree,University or Polytechnic Degree,Father,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"Reading, Playing",No,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
09/06/2025 10:55:42,15 - 20 years,Female,Urban,Ss2,5,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,Yes,Not Often,Not Often,No,No,Yes,60 & above,Between 1hr - 3hrs,4 - 5hrs,Not Often,Reading,Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
09/06/2025 11:32:35,15 - 20 years,Female,Rural,Ss2,5,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Father,Very likely,Very likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Very Often,Very Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Often,Sleeping,Yes,Yes,Yes,No,Yes,Yes,65 & above,Yes,Top 5
09/06/2025 11:42:04,15 - 20 years,Female,Rural,sss 2,5,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,7 - 8hrs,Often,"Reading, Playing",Yes,Yes,No,Yes,No,No,65 & above,No,Top 10
09/06/2025 12:39:26,15 - 20 years,Male,Rural,sss 2,5,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
09/06/2025 13:00:12,10 - 15 years,Male,Rural,sss 2,7,Not at all involved,No,WAEC/SSCE,Informal Education (Vocational Training),Mother,Likely,Likely,Very Far,Trekking,No,No,No,Often,Often,No,No,No,60 & above,3hrs & above,7 - 8hrs,Not Often,"Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
09/06/2025 16:15:33,15 - 20 years,Female,Rural,sss 1,6,Not at all involved,Yes,WAEC/SSCE,WAEC/SSCE,Mother,Likely,Likely,Far,Trekking,No,No,No,Not Often,Not Often,No,Yes,No,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,Sleeping,No,No,No,No,No,No,Between 45 - 55 %,No,Top 10
09/06/2025 16:22:12,15 - 20 years,Female,Semi-urban,sss 2,6,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Below 1hr,6 - 7hrs,Not Often,"Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
09/06/2025 16:38:36,10 - 15 years,Male,Semi-urban,sss 3,6,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Father,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,No,Top 10
09/06/2025 16:50:32,10 - 15 years,Female,Semi-urban,sss 3,4,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,No,No,65 & above,Yes,Top 3
09/06/2025 17:02:01,15 - 20 years,Male,Urban,sss 1,6,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Often,Often,No,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
09/06/2025 20:57:53,15 - 20 years,Male,Urban,Bsc ,4,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Very likely,Very likely,Far,Private transportation (Parents car/vehicle),Yes,No,Yes,Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,4 - 5hrs,Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
10/06/2025 00:52:57,15 - 20 years,Male,Rural,sss 2,5,Involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,Yes,Yes,No,40 - 60 %,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading, Sleeping",No,No,No,No,No,No,Between 45 - 55 %,No,Top 10
10/06/2025 00:59:57,10 - 15 years,Male,Semi-urban,sss 2,5,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,Yes,Not Often,Not Often,Yes,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
10/06/2025 01:05:57,15 - 20 years,Male,Semi-urban,sss 1,4,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),Mother,Not likely,Not likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,Hawking/Trading,No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
10/06/2025 01:14:09,10 - 15 years,Female,Semi-urban,sss 3,5,Involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,60 & above,3hrs & above,6 - 7hrs,Not Often,"Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
10/06/2025 01:27:54,10 - 15 years,Female,Semi-urban,sss 1,3,Not at all involved,No,WAEC/SSCE,Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Sleeping",No,No,No,No,No,No,Between 55 - 65 %,No,Top 10
10/06/2025 01:54:49,15 - 20 years,Male,Semi-urban,sss  3,6,Involved,Yes,University or Polytechnic Degree,Masters Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,Yes,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
10/06/2025 02:02:00,15 - 20 years,Male,Urban,sss 1,5,Very Involved,Yes,PhD,Masters Degree,Mother,Likely,Very likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"After school lessons, Reading",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
10/06/2025 02:12:18,15 - 20 years,Male,Semi-urban,sss 2,5,Involved,No,Informal Education (Vocational Training),WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,Trekking,No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
11/06/2025 23:09:08,15 - 20 years,Male,Urban,Employee ,One,Very Involved,Yes,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,No,No,Not Often,Not Often,Yes,Yes,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Often,"After school lessons, Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
13/06/2025 12:18:02,15 - 20 years,Male,Semi-urban,sss 2,3,Very Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"Reading, Playing, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 10
13/06/2025 12:19:25,15 - 20 years,Male,Rural,sss 1,5,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,No,No,No,Not Often,Not Often,No,No,No,40 - 60 %,Between 1hr - 3hrs,4 - 5hrs,Not Often,"Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 45 - 55 %,No,Top 10
13/06/2025 12:20:56,10 - 15 years,Male,Semi-urban,sss 3,6,Involved,Yes,WAEC/SSCE,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Not Far,"Public transportation (Bike, Cab, Bus etc.)",No,Yes,Yes,Often,Often,Yes,No,No,40 - 60 %,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 5
13/06/2025 12:22:38,10 - 15 years,Male,Rural,sss 1,6,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,6 - 7hrs,Often,"After school lessons, Reading, Playing",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 3
13/06/2025 12:24:12,15 - 20 years,Female,Urban,sss 2,5,Very Involved,Yes,Masters Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Very likely,Very Far,Private transportation (Parents car/vehicle),Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 5
13/06/2025 12:25:38,10 - 15 years,Female,Rural,sss 3,2,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,Mother,Not likely,Not likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Playing, Sleeping, Hawking/Trading",Yes,Yes,Yes,Yes,Yes,No,Between 55 - 65 %,Yes,Top 10
13/06/2025 12:27:01,10 - 15 years,Female,Semi-urban,sss 2,5,Involved,No,WAEC/SSCE,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Not Far,Trekking,Yes,Yes,Yes,Not Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Not Often,"Reading, Playing, Sleeping",Yes,No,Yes,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
13/06/2025 12:28:27,10 - 15 years,Female,Rural,sss 1,4,Very Involved,Yes,PhD,Masters Degree,Father,Likely,Likely,Very Far,Private transportation (Parents car/vehicle),No,Yes,Yes,Often,Often,Yes,Yes,Yes,60 & above,3hrs & above,7 - 8hrs,Very Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 3
13/06/2025 12:30:04,10 - 15 years,Female,Rural,sss 3,9,Not at all involved,No,Informal Education (Vocational Training),Informal Education (Vocational Training),"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Very Far,Trekking,No,No,Yes,Not Often,Not Often,No,No,Yes,40 - 60 %,Below 1hr,7 - 8hrs,Not Often,"Sleeping, Hawking/Trading",No,No,No,No,No,No,Between 45 - 55 %,No,Top 10
13/06/2025 12:31:32,15 - 20 years,Male,Urban,sss 2,4,Involved,Yes,University or Polytechnic Degree,WAEC/SSCE,Mother,Likely,Likely,Not Far,Trekking,No,No,Yes,Often,Often,No,Yes,Yes,60 & above,Between 1hr - 3hrs,6 - 7hrs,Not Often,"Reading, Playing",Yes,Yes,No,Yes,Yes,Yes,Between 55 - 65 %,No,Top 10
13/06/2025 12:33:15,10 - 15 years,Female,Rural,sss 2,4,Very Involved,Yes,University or Polytechnic Degree,Masters Degree,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Very Far,Private transportation (Parents car/vehicle),No,No,Yes,Often,Often,Yes,Yes,Yes,40 - 60 %,Below 1hr,4 - 5hrs,Often,"After school lessons, Sleeping, Hawking/Trading",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 5
13/06/2025 12:34:44,15 - 20 years,Female,Semi-urban,sss 2,6,Very Involved,No,Masters Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Likely,Likely,Very Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,No,Often,Very Often,No,Yes,Yes,40 - 60 %,Between 1hr - 3hrs,7 - 8hrs,Not Often,"Reading, Sleeping, Hawking/Trading",No,No,No,No,No,No,65 & above,No,Top 5
13/06/2025 12:36:36,10 - 15 years,Female,Rural,sss 2,5,Involved,Yes,University or Polytechnic Degree,University or Polytechnic Degree,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Not likely,Far,"Public transportation (Bike, Cab, Bus etc.)",Yes,Yes,Yes,Not Often,Not Often,No,No,No,60 & above,Between 1hr - 3hrs,6 - 7hrs,Very Often,"Reading, Playing, Hawking/Trading",No,Yes,Yes,Yes,Yes,Yes,65 & above,Yes,Top 10
13/06/2025 12:39:02,15 - 20 years,Female,Semi-urban,sss 1,6,Involved,No,University or Polytechnic Degree,WAEC/SSCE,"Other (Siblings, other family members, lesson teacher etc.)",Not likely,Very likely,Not Far,Trekking,Yes,Yes,No,Often,Often,Yes,No,Yes,40 - 60 %,3hrs & above,6 - 7hrs,Not Often,"After school lessons, Reading, Sleeping",Yes,Yes,Yes,Yes,Yes,Yes,Between 55 - 65 %,Yes,Top 10
